size,m,flop,throughput,bytes,GB_per_s,nanoseconds
432,432,4.320e+02,3.600e+00,5.184e+03,4.320e+01,1.200e+02
448,448,4.480e+02,3.733e+00,5.376e+03,4.480e+01,1.200e+02
464,464,4.640e+02,3.867e+00,5.568e+03,4.640e+01,1.200e+02
480,480,4.800e+02,4.000e+00,5.760e+03,4.800e+01,1.200e+02
496,496,4.960e+02,4.133e+00,5.952e+03,4.960e+01,1.200e+02
512,512,5.120e+02,4.267e+00,6.144e+03,5.120e+01,1.200e+02
528,528,5.280e+02,4.400e+00,6.336e+03,5.280e+01,1.200e+02
544,544,5.440e+02,4.533e+00,6.528e+03,5.440e+01,1.200e+02
560,560,5.600e+02,4.667e+00,6.720e+03,5.600e+01,1.200e+02
576,576,5.760e+02,4.800e+00,6.912e+03,5.760e+01,1.200e+02
592,592,5.920e+02,4.554e+00,7.104e+03,5.465e+01,1.300e+02
608,608,6.080e+02,4.677e+00,7.296e+03,5.612e+01,1.300e+02
624,624,6.240e+02,4.800e+00,7.488e+03,5.760e+01,1.300e+02
640,640,6.400e+02,4.923e+00,7.680e+03,5.908e+01,1.300e+02
656,656,6.560e+02,4.686e+00,7.872e+03,5.623e+01,1.400e+02
672,672,6.720e+02,4.800e+00,8.064e+03,5.760e+01,1.400e+02
688,688,6.880e+02,4.587e+00,8.256e+03,5.504e+01,1.500e+02
704,704,7.040e+02,4.693e+00,8.448e+03,5.632e+01,1.500e+02
720,720,7.200e+02,4.800e+00,8.640e+03,5.760e+01,1.500e+02
736,736,7.360e+02,4.600e+00,8.832e+03,5.520e+01,1.600e+02
752,752,7.520e+02,4.700e+00,9.024e+03,5.640e+01,1.600e+02
768,768,7.680e+02,4.800e+00,9.216e+03,5.760e+01,1.600e+02
784,784,7.840e+02,4.612e+00,9.408e+03,5.534e+01,1.700e+02
800,800,8.000e+02,4.706e+00,9.600e+03,5.647e+01,1.700e+02
816,816,8.160e+02,4.800e+00,9.792e+03,5.760e+01,1.700e+02
832,832,8.320e+02,4.894e+00,9.984e+03,5.873e+01,1.700e+02
848,848,8.480e+02,4.711e+00,1.018e+04,5.653e+01,1.800e+02
864,864,8.640e+02,4.800e+00,1.037e+04,5.760e+01,1.800e+02
880,880,8.800e+02,4.889e+00,1.056e+04,5.867e+01,1.800e+02
896,896,8.960e+02,4.716e+00,1.075e+04,5.659e+01,1.900e+02
912,912,9.120e+02,4.800e+00,1.094e+04,5.760e+01,1.900e+02
928,928,9.280e+02,4.884e+00,1.114e+04,5.861e+01,1.900e+02
944,944,9.440e+02,4.720e+00,1.133e+04,5.664e+01,2.000e+02
960,960,9.600e+02,4.800e+00,1.152e+04,5.760e+01,2.000e+02
976,976,9.760e+02,4.880e+00,1.171e+04,5.856e+01,2.000e+02
992,992,9.920e+02,4.724e+00,1.190e+04,5.669e+01,2.100e+02
1008,1008,1.008e+03,4.800e+00,1.210e+04,5.760e+01,2.100e+02
1024,1024,1.024e+03,4.452e+00,1.229e+04,5.343e+01,2.300e+02
1040,1040,1.040e+03,4.160e+00,1.248e+04,4.992e+01,2.500e+02
1056,1056,1.056e+03,3.911e+00,1.267e+04,4.693e+01,2.700e+02
1072,1072,1.072e+03,3.573e+00,1.286e+04,4.288e+01,3.000e+02
1088,1088,1.088e+03,2.315e+00,1.306e+04,2.778e+01,4.700e+02
1104,1104,1.104e+03,2.905e+00,1.325e+04,3.486e+01,3.800e+02
1120,1120,1.120e+03,2.545e+00,1.344e+04,3.055e+01,4.400e+02
1136,1136,1.136e+03,2.318e+00,1.363e+04,2.782e+01,4.900e+02
1152,1152,1.152e+03,2.304e+00,1.382e+04,2.765e+01,5.000e+02
1168,1168,1.168e+03,2.433e+00,1.402e+04,2.920e+01,4.800e+02
1184,1184,1.184e+03,2.519e+00,1.421e+04,3.023e+01,4.700e+02
1200,1200,1.200e+03,2.727e+00,1.440e+04,3.273e+01,4.400e+02
1216,1216,1.216e+03,2.895e+00,1.459e+04,3.474e+01,4.200e+02
1232,1232,1.232e+03,3.005e+00,1.478e+04,3.606e+01,4.100e+02
1248,1248,1.248e+03,3.200e+00,1.498e+04,3.840e+01,3.900e+02
1264,1264,1.264e+03,3.416e+00,1.517e+04,4.099e+01,3.700e+02
1280,1280,1.280e+03,3.657e+00,1.536e+04,4.389e+01,3.500e+02
1296,1296,1.296e+03,3.927e+00,1.555e+04,4.713e+01,3.300e+02
1312,1312,1.312e+03,4.100e+00,1.574e+04,4.920e+01,3.200e+02
1328,1328,1.328e+03,4.427e+00,1.594e+04,5.312e+01,3.000e+02
1344,1344,1.344e+03,4.634e+00,1.613e+04,5.561e+01,2.900e+02
1360,1360,1.360e+03,4.857e+00,1.632e+04,5.829e+01,2.800e+02
1376,1376,1.376e+03,4.745e+00,1.651e+04,5.694e+01,2.900e+02
1392,1392,1.392e+03,4.800e+00,1.670e+04,5.760e+01,2.900e+02
1408,1408,1.408e+03,4.855e+00,1.690e+04,5.826e+01,2.900e+02
1424,1424,1.424e+03,4.747e+00,1.709e+04,5.696e+01,3.000e+02
1440,1440,1.440e+03,4.800e+00,1.728e+04,5.760e+01,3.000e+02
1456,1456,1.456e+03,4.853e+00,1.747e+04,5.824e+01,3.000e+02
1472,1472,1.472e+03,4.907e+00,1.766e+04,5.888e+01,3.000e+02
1488,1488,1.488e+03,4.800e+00,1.786e+04,5.760e+01,3.100e+02
1504,1504,1.504e+03,4.852e+00,1.805e+04,5.822e+01,3.100e+02
1520,1520,1.520e+03,4.750e+00,1.824e+04,5.700e+01,3.200e+02
